api_id,EFI vs Manual,EFI_Indicator_ID,CLIAR_ID,var_api,Indicator,variable,var_level,family_var,family_name,Status,Included in new version,Benchmarked CTF,new_family_name,reason for change,data_source,processing,description,To Invert,source,data_EFI_ID,version,FLAGGED,Check Source Result
,Manual,,WDI_DTTDSDECTEXZS,"Total debt service (% of exports of goods, services and primary income)","Total debt service (% of exports of goods, services and primary income)",,indicator,,,New addition,Yes,No,(other indicators),,,,"Total debt service to exports of goods, services and primary income. Total debt service is the sum of principal repayments and interest actually paid in currency, goods, or services on long-term debt, interest paid on short-term debt, and repayments (repurchases and charges) to the IMF.",,WDI,,,,
,Manual,,WDI_DTTDSDECTGNZS,Total debt service (% of GNI),Total debt service (% of GNI),,indicator,,,New addition,Yes,No,(other indicators),,,,"Total debt service is the sum of principal repayments and interest actually paid in currency, goods, or services on long-term debt, interest paid on short-term debt, and repayments (repurchases and charges) to the IMF.",,WDI,,,,
,Manual,,WDI_NYGDPTOTLRTZS,Total natural resources rents (% of GDP),Total natural resources rents (% of GDP),,indicator,,,New addition,Yes,No,(other indicators),,,,"Total natural resources rents are the sum of oil rents, natural gas rents, coal rents (hard and soft), mineral rents, and forest rents.",,WDI,,,,
,Manual,,WDI_FIRESTOTLDTZS,Total reserves (% of total external debt),Total reserves (% of total external debt),,indicator,,,New addition,Yes,No,(other indicators),,,,International reserves to total external debt stocks.,,WDI,,,,
,Manual,,WDI_NETRDGNFSZS,Trade (% of GDP),Trade (% of GDP),,indicator,,,New addition,Yes,No,(other indicators),,,,Trade is the sum of exports and imports of goods and services measured as a share of gross domestic product.,,WDI,,,,
,Manual,,WDI_SESECTCAQLOZS,Trained teachers in lower secondary education (% of total teachers),Trained teachers in lower secondary education (% of total teachers),,indicator,,,New addition,Yes,?,Service Delivery Institutions,,,,Trained teachers in lower secondary education are the percentage of lower secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.,,WDI,,,,
,Manual,,WDI_SEPRETCAQZS,Trained teachers in preprimary education (% of total teachers),Trained teachers in preprimary education (% of total teachers),,indicator,,,New addition,Yes,?,Service Delivery Institutions,,,,Trained teachers in preprimary education are the percentage of preprimary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.,,WDI,,,,
,Manual,,WDI_SEPRMTCAQZS,Trained teachers in primary education (% of total teachers),Trained teachers in primary education (% of total teachers),,indicator,,,New addition,Yes,?,Service Delivery Institutions,,,,Trained teachers in primary education are the percentage of primary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.,,WDI,,,,
,Manual,,WDI_SESECTCAQZS,Trained teachers in secondary education (% of total teachers),Trained teachers in secondary education (% of total teachers),,indicator,,,New addition,Yes,?,Service Delivery Institutions,,,,Trained teachers in secondary education are the percentage of secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.,,WDI,,,,
,Manual,,WDI_SESECTCAQUPZS,Trained teachers in upper secondary education (% of total teachers),Trained teachers in upper secondary education (% of total teachers),,indicator,,,New addition,Yes,?,Service Delivery Institutions,,,,Trained teachers in upper secondary education are the percentage of upper secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.,,WDI,,,,
40873,,,,"Transparency of government policymaking, 1-7 (best)","Transparency of government policymaking, 1-7 (best)",transparency_polmak,indicator,vars_transp,"Anticorruption, transparency and accountability ",Removed,No,N/A,(removed),WEF discountinued,API,,"In your country, how easy is it for businesses to obtain information about changes in government policies and regulations affecting their activities?  [1 = extremely difficult; 7 = extremely easy]",,World Economic Forum Global Competitiveness Index,,GBID 1.0,,
,Manual,,WDI_SLUEMTOTLZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)",,indicator,,,New addition,Yes,No,(other indicators),,,,Unemployment refers to the share of the labor force that is without work but available for and seeking employment.,,WDI,,,,
,Manual,,WDI_SLUEMTOTLNEZS,"Unemployment, total (% of total labor force) (national estimate)","Unemployment, total (% of total labor force) (national estimate)",,indicator,,,New addition,Yes,No,(other indicators),,,,Unemployment refers to the share of the labor force that is without work but available for and seeking employment. Definitions of labor force and unemployment differ by country.,,WDI,,,,
,,,,Union density,Union density,union_density,indicator,vars_lab,Labor market ,Removed,No,N/A,(removed),"this is an outcome, we should be looking at if people can join a union, or what are the obstables for joining a union.",original,,"Number of union members who are employees as a percentage of the total number of employees. For the purpose of this indicator in particular, trade union membership excludes union members who are not in paid employment (self-employed, unemployed, retired, etc.).",,ILO,,GBID 1.0,,
3310,Manual,,OECD_PMR_2018_2_2,Use of command and control regulation,Use of command and control regulation,command_control,indicator,vars_service_del,SOE corporate governance,Maintained,Yes,Yes,SOE Corporate Governance,the last data is of 2018. Maintained but with big caveats** and can be removed,,,"It measures the degree of autonomy of SOEs for taking market-related decisions, such as opening hours for retail distribution, if taxis are allowed to offer ride-sharing to customers, if air companies are free to choose which routes to serve, etc. It also measures whether SOEs (for utilities) are required to provide clear and transparent information to customers on tariffs and consumption. Higher values mean worse performance.",Yes,OECD Product Market Regulation Database,OECDWBG.PMR,,,
New indicator,EFI,WB.WWBI.BI.WAG.TOTL.PB.ZS,WB_WWBI_BI_WAG_TOTL_PB_ZS,Wage bill as a percentage of public expenditure,Wage bill as a percentage of public Expenditure,NA,indicator,NA,NA,New addition,Yes,No,Public Human Resource Management Institutions,,NA,NA,"The data sources used to construct the harmonized series of wage bill are IMF’s World Economic Outlook (WEO) and Government Finance Statistics (GFS), OECD’s General Government Accounts, and EUROSTAT’s Annual Government Finance Statistics and AMECO. For earlier data for a few countries the main source is Cusack, Thomas R., 2006, “Public Finance Data for 20 OECD Countries.” For the harmonized government employment series, the main sources include the ILO’s LABORSTA data (public sector employment and employment of general government sector), ILOSTAT (employment by institutional sector), as well as data from individual countries.",,WWBI,WB.WWBI,,,
,EFI,WB.WBL.SG.LAW.INDX,WB_WBL_SG_LAW_INDX,Women Business and the Law Index Score (scale 1-100),Women Business and the Law Index,,indicator,,,New addition,Yes,Yes?,Social Institutions,,,,"The index scores 35 data points across eight indicators composed of four or five binary questions, with each indicator representing a different phase of a woman’s life. Indicator-level scores are obtained by calculating the unweighted average of responses to the questions within that indicator and scaling the result to 100. Questions are related to gender equality around mobility, workplace, pay, marriage, parenthood, entrepreneurship, assets, and pension.",,"Women, Business and the Law",WB.WBL,,,
,Manual,,VDEM_CORE_v2x_gender,Women political empowerment index,Women political empowerment index,v2x_gender,indicator,,Political ,New addition,Yes,Yes,Political Institutions,,,,"How politically empowered are women? Women’s political empowerment is defined as a process of increasing capacity for women, leading to greater choice, agency, and participation in societal decision-making. It is understood to incorporate three equally-weighted dimensions: fundamental civil liberties, women’s open discussion of political issues and participation in civil society organizations, and the descriptive representation of women in formal political positions. Aggregation: The index is formed by taking the average of women’s civil liberties index (v2x_gencl), women’s civil society participation index (v2x_gencs), and women’s political participation index (v2x_genpp).",,"V-Dem, Variety of Democracy database",VDEM.CORE,,,
,EFI,IDEA.GSOD.v_22_16,IDEA_GSOD_v_22_16,Global State of Democracy: Index - Workers' rights (highest score=1),Workers' rights Index,,indicator,,,New addition,Yes,Maybe,Labor market Institutions,,,,"Workers should have freedom of association at their workplaces and the right to bargain collectively with their employers. In addition, they should have other rights at work. The 1984 Generalized System of Preferences (GSP) agreement of the World Trade Organization requires reporting on worker rights in GSP beneficiary countries. It states that internationally recognized worker rights include: (A) the right of association; (B) the right to organize and bargain collectively; (C) a prohibition on the use of any form of forced or compulsory labor; (D) a minimum age for the employment of children; and (E) acceptable conditions of work with respect to minimum wages, hours of work, and occupational safety and health. Composite measure, adding the values of seven individual variables (union_p + barg_p + hour_p + force_p + child_p + wage_p + safe_p), each of which is scored according to the following ordinal scale: 0: Severely restricted: If the government systematically violates the right of association and/or the right to organize and bargain collectively. 1: Somewhat restricted: If the government generally protects the rights to association and collective bargaining, but there are occasional violations of these rights or there are other significant violations of worker rights. 2: Fully protected: If the government consistently protects the exercise of these rights AND there are no mentions of violations of other worker rights. Hosted by GSOD, original from CIRI.",,Global State of Democracy,IDEA.GSOD,,In GSOD codebook variable is v_22_26 not v_22_16 as in EFI ID,IDEA.GSOD.v_22_16
